harvestYear,munName,cropName,prodArea,cropProd,prodRate
2016,Mankayan,Lettuce,182.10,2156.25,11.84
2016,Mankayan,Cauliflower,172.00,1884.00,10.95
2016,Mankayan,Snap Beans,233.15,1984.20,8.51
2016,Mankayan,Garden Peas,158.00,908.00,5.75
2016,Mankayan,Sweet Pepper,170.28,1125.68,6.61
2016,Mankayan,White Potato,1450.00,33650.00,23.21
2016,Mankayan,Carrots,361.80,5912.40,16.34
2016,Sablan,Cabbage,0.00,0.00,0
2016,Sablan,Chinese Cabbage,2.90,58.00,20
2016,Sablan,Lettuce,0.00,0.00,0
2016,Sablan,Cauliflower,0.00,0.00,0
2016,Sablan,Snap Beans,226.98,2269.80,10
2016,Sablan,Garden Peas,13.08,96.24,7.36
2016,Sablan,Sweet Pepper,69.23,553.84,8
2016,Sablan,White Potato,0.00,0.00,0
2016,Sablan,Carrots,0.00,0.00,0
2016,Tuba,Cabbage,47.00,564.00,12
2016,Tuba,Chinese Cabbage,36.99,443.88,12
2016,Tuba,Lettuce,13.00,78.00,6
2016,Tuba,Cauliflower,0.00,0.00,0
2016,Tuba,Snap Beans,246.99,2961.00,11.99
2016,Tuba,Garden Peas,18.50,152.62,8.25
2016,Tuba,Sweet Pepper,18.50,166.48,9
2016,Tuba,White Potato,35.00,420.00,12
2016,Tuba,Carrots,25.49,305.80,12
2016,Tublay,Cabbage,19.60,165.59,8.45
2016,Tublay,Chinese Cabbage,21.90,167.89,7.67
2016,Tublay,Lettuce,22.90,180.92,7.9
2016,Tublay,Cauliflower,16.45,135.11,8.21
2016,Tublay,Snap Beans,95.50,594.21,6.22
2016,Tublay,Garden Peas,11.25,44.75,3.98
2016,Tublay,Sweet Pepper,133.15,904.43,6.79
2016,Tublay,White Potato,16.55,146.24,8.84
2016,Tublay,Carrots,12.85,94.22,7.33
2016,Total,Cabbage,9904.23,196306.33,19.82
2016,Total,Chinese Cabbage,3329.63,66237.51,19.89
2016,Total,Lettuce,868.00,8620.15,9.93
2016,Total,Cauliflower,757.44,9584.27,12.65
2016,Total,Snap Beans,1898.15,17845.39,9.4
2016,Total,Garden Peas,800.00,4657.75,5.82
2016,Total,Sweet Pepper,1231.53,10663.15,8.66
2016,Total,White Potato,10694.11,197350.90,18.45
2016,Total,Carrots,6443.68,97492.53,15.13
2017,Atok,Cabbage,1322.77,23105.20,17.47
2017,Atok,Chinese Cabbage,212.81,4402.66,20.69
2017,Atok,Lettuce,75.71,697.72,9.22
2017,Atok,Cauliflower,26.79,281.00,10.49
2017,Atok,Snap Beans,46.08,374.99,8.14
2017,Atok,Garden Peas,47.73,212.65,4.46
2017,Atok,Sweet Pepper,7.55,51.65,6.84
2017,Atok,White Potato,1120.15,20142.96,17.98
2017,Atok,Carrots,645.37,9675.38,14.99
2017,Bakun,Cabbage,1555.45,32216.74,20.71
2017,Bakun,Chinese Cabbage,727.58,16548.98,22.75
2017,Bakun,Lettuce,84.46,844.60,10
2017,Bakun,Cauliflower,0.00,0.00,0
2017,Bakun,Snap Beans,373.52,3041.60,8.14
2017,Bakun,Garden Peas,151.53,1079.02,7.12
2017,Bakun,Sweet Pepper,165.09,1320.72,8
2017,Bakun,White Potato,1580.79,31615.80,20
2017,Bakun,Carrots,554.77,8864.34,15.98
2017,Bokod,Cabbage,113.65,2273.00,20
2017,Bokod,Chinese Cabbage,66.50,997.50,15
2017,Bokod,Lettuce,25.00,250.00,10
2017,Bokod,Cauliflower,33.00,396.00,12
2017,Bokod,Snap Beans,78.00,624.00,8
2017,Bokod,Garden Peas,59.00,236.00,4
2017,Bokod,Sweet Pepper,45.00,360.00,8
2017,Bokod,White Potato,74.00,1044.00,14.11
2017,Bokod,Carrots,65.00,880.00,13.54
2017,Buguias,Cabbage,2748.00,59320.50,21.59
2017,Buguias,Chinese Cabbage,1350.50,26654.00,19.74
2017,Buguias,Lettuce,268.30,2600.20,9.69
2017,Buguias,Cauliflower,31.25,351.60,11.25
2017,Buguias,Snap Beans,46.60,361.70,7.76
2017,Buguias,Garden Peas,81.69,467.34,5.72
2017,Buguias,Sweet Pepper,80.55,621.55,7.72
2017,Buguias,White Potato,3894.50,65073.00,16.71
2017,Buguias,Carrots,2964.60,12579.60,15.37
2017,Itogon,Cabbage,61.00,640.00,10.49
2017,Itogon,Chinese Cabbage,79.50,795.00,10
2017,Itogon,Lettuce,13.00,117.00,9
2017,Itogon,Cauliflower,30.00,300.00,10
2017,Itogon,Snap Beans,44.00,308.00,7
2017,Itogon,Garden Peas,30.00,105.00,3.5
2017,Itogon,Sweet Pepper,20.00,120.00,6
2017,Itogon,White Potato,20.00,200.00,10
2017,Itogon,Carrots,20.00,200.00,10
2017,Kabayan,Cabbage,669.00,13380.00,20
2017,Kabayan,Chinese Cabbage,81.55,2038.75,25
2017,Kabayan,Lettuce,19.50,117.00,6
2017,Kabayan,Cauliflower,356.00,5310.00,14.92
2017,Kabayan,Snap Beans,59.00,472.00,8
2017,Kabayan,Garden Peas,48.00,240.00,5
2017,Kabayan,Sweet Pepper,84.00,588.00,7
2017,Kabayan,White Potato,204.00,4080.00,20
2017,Kabayan,Carrots,815.00,14670.00,18
2017,Kapangan,Cabbage,5.85,70.20,12
2017,Kapangan,Chinese Cabbage,2.80,33.60,12
2017,Kapangan,Lettuce,1.17,14.02,11.98
2017,Kapangan,Cauliflower,1.35,13.50,10
2017,Kapangan,Snap Beans,215.85,2626.20,12.17
2017,Kapangan,Garden Peas,77.00,635.00,8.25
2017,Kapangan,Sweet Pepper,301.25,3615.00,12
2017,Kapangan,White Potato,0.03,0.03,10
2017,Kapangan,Carrots,0.03,0.03,10
2017,Kibungan,Cabbage,3175.00,63780.00,20.09
2017,Kibungan,Chinese Cabbage,92.00,1441.00,15.66
2017,Kibungan,Lettuce,55.50,549.00,9.89
2017,Kibungan,Cauliflower,28.40,112.35,3.96
2017,Kibungan,Snap Beans,102.55,1022.50,9.97
2017,Kibungan,Garden Peas,45.45,406.10,8.94
2017,Kibungan,Sweet Pepper,147.50,1334.00,9.04
2017,Kibungan,White Potato,2347.50,46950.00,20
2017,Kibungan,Carrots,262.50,4200.00,16
2017,La Trinidad,Cabbage,57.04,920.58,16.14
2017,La Trinidad,Chinese Cabbage,61.77,1021.49,16.54
2017,La Trinidad,Lettuce,68.90,966.00,14.02
2017,La Trinidad,Cauliflower,20.15,302.25,15
2017,La Trinidad,Snap Beans,54.84,815.94,8.64
2017,La Trinidad,Garden Peas,58.94,235.76,4
2017,La Trinidad,Sweet Pepper,54.90,474.00,8.63
2017,La Trinidad,White Potato,26.00,410.79,15.8
2017,La Trinidad,Carrots,28.01,284.07,10.14
2017,Mankayan,Cabbage,1294.02,34071.08,26.33
2017,Mankayan,Chinese Cabbage,853.48,18240.39,21.37
2017,Mankayan,Lettuce,195.00,2311.50,11.85
2017,Mankayan,Cauliflower,177.00,1934.00,10.93
2017,Mankayan,Snap Beans,340.63,2914.90,8.56
2017,Mankayan,Garden Peas,167.00,960.00,5.75
2017,Mankayan,Sweet Pepper,184.16,1223.69,6.64
2017,Mankayan,White Potato,1750.24,40818.46,23.32
2017,Mankayan,Carrots,511.80,8312.40,16.24
2017,Sablan,Cabbage,0.00,0.00,0
2017,Sablan,Chinese Cabbage,2.90,58.00,20
2017,Sablan,Lettuce,0.00,0.00,0
2017,Sablan,Cauliflower,0.00,0.00,0
2017,Sablan,Snap Beans,243.24,2432.40,10
2017,Sablan,Garden Peas,13.08,96.24,7.36
2017,Sablan,Sweet Pepper,77.23,617.84,8
2017,Sablan,White Potato,0.00,0.00,0
2017,Sablan,Carrots,0.00,0.00,0
2017,Tuba,Cabbage,17.00,306.00,18
2017,Tuba,Chinese Cabbage,37.00,666.00,18
2017,Tuba,Lettuce,9.50,35.23,3.71
2017,Tuba,Cauliflower,0.00,0.00,0
2017,Tuba,Snap Beans,153.75,1845.00,12
2017,Tuba,Garden Peas,26.00,208.00,8
2017,Tuba,Sweet Pepper,18.50,166.50,9
2017,Tuba,White Potato,63.00,756.00,12
2017,Tuba,Carrots,15.52,185.95,11.98
2017,Tublay,Cabbage,6.70,87.00,12.99
2017,Tublay,Chinese Cabbage,18.75,236.40,12.61
2017,Tublay,Lettuce,23.10,202.25,8.76
2017,Tublay,Cauliflower,11.15,107.00,9.6
2017,Tublay,Snap Beans,97.65,773.70,7.92
2017,Tublay,Garden Peas,24.19,95.49,3.95
2017,Tublay,Sweet Pepper,124.80,790.45,6.33
2017,Tublay,White Potato,16.37,231.38,14.13
2017,Tublay,Carrots,12.95,138.40,10.69
2017,Total,Cabbage,11025.48,230170.30,20.88
2017,Total,Chinese Cabbage,3587.14,73133.77,20.39
2017,Total,Lettuce,839.14,8704.52,10.37
2017,Total,Cauliflower,715.09,9107.70,12.74
2017,Total,Snap Beans,1895.33,17612.93,9.29
2017,Total,Garden Peas,829.61,4976.60,6
2017,Total,Sweet Pepper,1310.53,11283.39,8.61
2017,Total,White Potato,11096.59,211322.64,19.04
2017,Total,Carrots,5895.55,92990.38,15.77
2018,Atok,Cabbage,936.57,15435.76,16.48
2018,Atok,Chinese Cabbage,205.77,3679.90,17.88
2018,Atok,Lettuce,73.58,560.16,7.61
2018,Atok,Cauliflower,30.87,295.69,9.58
2018,Atok,Snap Beans,82.91,701.24,8.46
2018,Atok,Garden Peas,63.10,236.36,3.75
2018,Atok,Sweet Pepper,19.22,120.01,6.24
2018,Atok,White Potato,1045.50,18523.52,17.72
2018,Atok,Carrots,826.45,13156.90,15.92
2018,Bakun,Cabbage,1636.95,32739.06,20
2018,Bakun,Chinese Cabbage,756.15,18903.75,25
2018,Bakun,Lettuce,94.73,947.30,10
2018,Bakun,Cauliflower,0.00,0.00,0
2018,Bakun,Snap Beans,382.27,3437.40,8.99
2018,Bakun,Garden Peas,198.39,1421.18,7.16
2018,Bakun,Sweet Pepper,171.77,1374.16,8
2018,Bakun,White Potato,1737.56,34753.20,20
2018,Bakun,Carrots,494.20,7907.00,16
2018,Bokod,Cabbage,107.87,2092.52,19.4
2018,Bokod,Chinese Cabbage,63.57,953.55,15
2018,Bokod,Lettuce,24.90,249.00,10
2018,Bokod,Cauliflower,26.00,302.00,11.62
2018,Bokod,Snap Beans,75.81,602.58,7.95
2018,Bokod,Garden Peas,55.72,222.88,4
2018,Bokod,Sweet Pepper,44.50,356.00,8
2018,Bokod,White Potato,70.28,1014.36,14.43
2018,Bokod,Carrots,63.92,856.80,13.4
2018,Buguias,Cabbage,2124.00,43302.00,20.39
2018,Buguias,Chinese Cabbage,1098.75,20522.00,18.68
2018,Buguias,Lettuce,244.75,2194.25,8.97
2018,Buguias,Cauliflower,29.35,317.20,10.81
2018,Buguias,Snap Beans,44.70,339.50,7.6
2018,Buguias,Garden Peas,75.70,420.40,5.55
2018,Buguias,Sweet Pepper,75.60,558.90,7.39
2018,Buguias,White Potato,3234.90,51396.20,15.89
2018,Buguias,Carrots,2198.00,32898.50,14.97
2018,Itogon,Cabbage,61.00,610.00,10
2018,Itogon,Chinese Cabbage,72.50,725.00,10
2018,Itogon,Lettuce,12.00,108.00,9
2018,Itogon,Cauliflower,30.00,300.00,10
2018,Itogon,Snap Beans,53.00,371.00,7
2018,Itogon,Garden Peas,30.00,105.00,3.5
2018,Itogon,Sweet Pepper,29.00,174.00,6
2018,Itogon,White Potato,25.00,250.00,10
2018,Itogon,Carrots,25.00,250.00,10
2018,Kabayan,Cabbage,708.00,10780.00,15.23
2018,Kabayan,Chinese Cabbage,90.55,1704.10,18.82
2018,Kabayan,Lettuce,25.80,152.00,5.89
2018,Kabayan,Cauliflower,390.00,4270.00,10.95
2018,Kabayan,Snap Beans,100.00,760.00,7.6
2018,Kabayan,Garden Peas,65.00,325.00,5
2018,Kabayan,Sweet Pepper,100.00,468.00,4.68
2018,Kabayan,White Potato,241.00,4525.00,18.78
2018,Kabayan,Carrots,881.00,13458.00,15.28
2018,Kapangan,Cabbage,2.88,30.96,10.75
2018,Kapangan,Chinese Cabbage,1.25,13.75,11
2018,Kapangan,Lettuce,1.27,14.74,11.62
2018,Kapangan,Cauliflower,2.03,18.83,9.28
2018,Kapangan,Snap Beans,92.99,1080.50,11.62
2018,Kapangan,Garden Peas,74.00,604.00,8.16
2018,Kapangan,Sweet Pepper,211.00,2436.00,11.55
2018,Kapangan,White Potato,1.00,10.00,10
2018,Kapangan,Carrots,0.05,0.20,4
2018,Kibungan,Cabbage,2479.00,37230.00,15.02
2018,Kibungan,Chinese Cabbage,126.50,1934.50,15.29
2018,Kibungan,Lettuce,57.00,511.00,8.96
2018,Kibungan,Cauliflower,6.85,26.60,3.88
2018,Kibungan,Snap Beans,107.00,954.00,8.92
2018,Kibungan,Garden Peas,44.10,349.00,7.91
2018,Kibungan,Sweet Pepper,144.50,1028.00,7.11
2018,Kibungan,White Potato,2326.00,46502.00,19.99
2018,Kibungan,Carrots,260.00,3774.00,14.52
2018,La Trinidad,Cabbage,53.24,759.96,14.27
2018,La Trinidad,Chinese Cabbage,63.65,937.89,14.74
2018,La Trinidad,Lettuce,71.00,863.69,12.16
2018,La Trinidad,Cauliflower,18.27,219.18,12
2018,La Trinidad,Snap Beans,94.66,740.54,7.82
2018,La Trinidad,Garden Peas,49.09,175.76,3.58
2018,La Trinidad,Sweet Pepper,57.40,390.50,6.8
2018,La Trinidad,White Potato,28.10,404.28,14.39
2018,La Trinidad,Carrots,27.87,243.27,8.73
2018,Mankayan,Cabbage,1157.53,30414.56,26.28
2018,Mankayan,Chinese Cabbage,812.81,17399.90,21.41
2018,Mankayan,Lettuce,184.40,2151.34,11.69
2018,Mankayan,Cauliflower,177.00,1934.00,10.93
2018,Mankayan,Snap Beans,311.63,2665.93,8.55
2018,Mankayan,Garden Peas,170.87,978.22,5.72
2018,Mankayan,Sweet Pepper,168.87,1130.40,6.69
2018,Mankayan,White Potato,1705.70,39977.90,23.44
2018,Mankayan,Carrots,503.54,8163.63,16.21
2018,Sablan,Cabbage,0.00,0.00,0
2018,Sablan,Chinese Cabbage,2.90,58.00,20
2018,Sablan,Lettuce,0.00,0.00,0
2018,Sablan,Cauliflower,0.00,0.00,0
2018,Sablan,Snap Beans,229.54,2295.40,10
2018,Sablan,Garden Peas,12.99,95.16,7.33
2018,Sablan,Sweet Pepper,67.01,536.08,8
2018,Sablan,White Potato,0.00,0.00,0
2018,Sablan,Carrots,0.00,0.00,0
2018,Tuba,Cabbage,14.50,245.00,16.9
2018,Tuba,Chinese Cabbage,31.63,545.25,17.24
2018,Tuba,Lettuce,9.50,57.00,6
2018,Tuba,Cauliflower,0.00,0.00,0
2018,Tuba,Snap Beans,179.38,2152.50,12
2018,Tuba,Garden Peas,23.00,184.00,8
2018,Tuba,Sweet Pepper,16.50,148.50,9
2018,Tuba,White Potato,55.00,660.00,12
2018,Tuba,Carrots,27.44,329.24,12
2018,Tublay,Cabbage,42.85,531.50,12.4
2018,Tublay,Chinese Cabbage,18.99,281.66,14.83
2018,Tublay,Lettuce,23.70,158.50,6.69
2018,Tublay,Cauliflower,56.00,546.18,9.75
2018,Tublay,Snap Beans,42.25,318.80,7.55
2018,Tublay,Garden Peas,27.50,105.00,3.82
2018,Tublay,Sweet Pepper,93.50,634.40,6.79
2018,Tublay,White Potato,14.00,186.63,13.33
2018,Tublay,Carrots,5.50,64.00,11.64
2018,Total,Cabbage,9324.39,174171.32,18.68
2018,Total,Chinese Cabbage,3345.02,67659.25,20.23
2018,Total,Lettuce,822.27,7966.98,9.69
2018,Total,Cauliflower,766.37,8229.68,10.74
2018,Total,Snap Beans,1796.14,16419.39,9.14
2018,Total,Garden Peas,889.46,5221.96,5.87
2018,Total,Sweet Pepper,1198.87,9354.95,7.8
2018,Total,White Potato,10484.04,198203.09,18.91
2018,Total,Carrots,5312.96,81101.74,15.26
2019,Atok,Cabbage,1647.76,29862.15,18.12
2019,Atok,Chinese Cabbage,294.34,6246.27,21.22
2019,Atok,Lettuce,332.70,2429.59,7.3
2019,Atok,Cauliflower,44.93,430.43,9.58
2019,Atok,Snap Beans,100.08,765.77,7.65
2019,Atok,Garden Peas,62.68,316.71,5.05
2019,Atok,Sweet Pepper,27.52,169.80,6.17
2019,Atok,White Potato,1339.10,24900.49,18.59
2019,Atok,Carrots,840.71,12058.34,14.34
2019,Bakun,Cabbage,1658.51,33146.80,19.99
2019,Bakun,Chinese Cabbage,768.23,17952.23,23.37
2019,Bakun,Lettuce,93.91,949.10,10.11
2019,Bakun,Cauliflower,0.00,0.00,0
2019,Bakun,Snap Beans,390.58,3439.40,8.81
